gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 0:55 PM CEST
voltage interval, 1
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, Voltage, RX Sampling Point(tap), Link, ES_VERT_OFFSET, ES_HORZ_OFFSET, BER
10908, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 20, 1, 0xa8, 0x14,  1.490E-008
10909, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 21, 1, 0xa8, 0x15,  9.462E-007
10910, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 22, 1, 0xa8, 0x16,  1.705E-006
10911, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 23, 1, 0xa8, 0x17,  4.343E-005
10912, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 24, 1, 0xa8, 0x18,  1.377E-004
10913, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 25, 1, 0xa8, 0x19,  3.651E-004
10914, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 26, 1, 0xa8, 0x1a,  3.670E-003
10915, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 27, 1, 0xa8, 0x1b,  7.628E-003
10916, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 28, 1, 0xa8, 0x1c,  7.891E-003
10917, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 29, 1, 0xa8, 0x1d,  4.741E-002
10918, 00:21:14, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 30, 1, 0xa8, 0x1e,  3.929E-002
10919, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 31, 1, 0xa8, 0x1f,  2.504E-001
10920, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 32, 1, 0xa8, 0x20,  1.608E-001
10921, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -32, 1, 0xa9, 0xfe0,  3.519E-001
10922, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -31, 1, 0xa9, 0xfe1,  1.838E-001
10923, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -30, 1, 0xa9, 0xfe2,  1.117E-001
10924, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -29, 1, 0xa9, 0xfe3,  7.602E-002
10925, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -28, 1, 0xa9, 0xfe4,  6.420E-002
10926, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -27, 1, 0xa9, 0xfe5,  6.539E-002
10927, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -26, 1, 0xa9, 0xfe6,  7.847E-003
10928, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -25, 1, 0xa9, 0xfe7,  2.356E-003
10929, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -24, 1, 0xa9, 0xfe8,  1.065E-003
10930, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -23, 1, 0xa9, 0xfe9,  1.184E-003
10931, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -22, 1, 0xa9, 0xfea,  5.651E-006
10932, 00:21:15, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -21, 1, 0xa9, 0xfeb,  9.847E-006
10933, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -20, 1, 0xa9, 0xfec,  8.404E-007
10934, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -19, 1, 0xa9, 0xfed,  1.490E-009
10935, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -18, 1, 0xa9, 0xfee,  1.490E-009
10936, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -17, 1, 0xa9, 0xfef,  1.490E-009
10937, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -16, 1, 0xa9, 0xff0,  1.490E-009
10938, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -15, 1, 0xa9, 0xff1,  1.490E-009
10939, 00:21:16, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -14, 1, 0xa9, 0xff2,  1.490E-009
10940, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -13, 1, 0xa9, 0xff3,  1.490E-009
10941, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -12, 1, 0xa9, 0xff4,  1.490E-009
10942, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -11, 1, 0xa9, 0xff5,  1.490E-009
10943, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -10, 1, 0xa9, 0xff6,  1.490E-009
10944, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -9, 1, 0xa9, 0xff7,  1.490E-009
10945, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -8, 1, 0xa9, 0xff8,  1.490E-009
10946, 00:21:17, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -7, 1, 0xa9, 0xff9,  1.490E-009
10947, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -6, 1, 0xa9, 0xffa,  1.490E-009
10948, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -5, 1, 0xa9, 0xffb,  1.490E-009
10949, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -4, 1, 0xa9, 0xffc,  1.490E-009
10950, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -3, 1, 0xa9, 0xffd,  1.490E-009
10951, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -2, 1, 0xa9, 0xffe,  1.490E-009
10952, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, -1, 1, 0xa9, 0xfff,  1.490E-009
10953, 00:21:18, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 0, 1, 0xa9, 0x0,  1.490E-009
10954, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 1, 1, 0xa9, 0x1,  1.490E-009
10955, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 2, 1, 0xa9, 0x2,  1.490E-009
10956, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 3, 1, 0xa9, 0x3,  1.490E-009
10957, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 4, 1, 0xa9, 0x4,  1.490E-009
10958, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 5, 1, 0xa9, 0x5,  1.490E-009
10959, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 6, 1, 0xa9, 0x6,  1.490E-009
10960, 00:21:19, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 7, 1, 0xa9, 0x7,  1.490E-009
10961, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 8, 1, 0xa9, 0x8,  1.490E-009
10962, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 9, 1, 0xa9, 0x9,  1.490E-009
10963, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 10, 1, 0xa9, 0xa,  1.490E-009
10964, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 11, 1, 0xa9, 0xb,  1.490E-009
10965, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 12, 1, 0xa9, 0xc,  1.490E-009
10966, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 13, 1, 0xa9, 0xd,  1.490E-009
10967, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 14, 1, 0xa9, 0xe,  1.490E-009
10968, 00:21:20, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 15, 1, 0xa9, 0xf,  1.490E-009
10969, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 16, 1, 0xa9, 0x10,  1.490E-009
10970, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 17, 1, 0xa9, 0x11,  1.490E-009
10971, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 18, 1, 0xa9, 0x12,  1.490E-009
10972, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 19, 1, 0xa9, 0x13,  1.490E-009
10973, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 20, 1, 0xa9, 0x14,  1.341E-008
10974, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 21, 1, 0xa9, 0x15,  3.219E-007
10975, 00:21:21, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 22, 1, 0xa9, 0x16,  1.164E-006
10976, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 23, 1, 0xa9, 0x17,  2.995E-005
10977, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 24, 1, 0xa9, 0x18,  2.356E-004
10978, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 25, 1, 0xa9, 0x19,  4.321E-004
10979, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 26, 1, 0xa9, 0x1a,  2.266E-003
10980, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 27, 1, 0xa9, 0x1b,  3.452E-003
10981, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 28, 1, 0xa9, 0x1c,  1.079E-002
10982, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 29, 1, 0xa9, 0x1d,  1.435E-002
10983, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 30, 1, 0xa9, 0x1e,  4.306E-002
10984, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 31, 1, 0xa9, 0x1f,  1.066E-001
10985, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -41, 32, 1, 0xa9, 0x20,  1.113E-001
10986, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -32, 1, 0xaa, 0xfe0,  2.421E-001
10987, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -31, 1, 0xaa, 0xfe1,  3.151E-001
10988, 00:21:22, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -30, 1, 0xaa, 0xfe2,  1.234E-001
10989, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -29, 1, 0xaa, 0xfe3,  1.852E-001
10990, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -28, 1, 0xaa, 0xfe4,  7.106E-002
10991, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -27, 1, 0xaa, 0xfe5,  1.079E-001
10992, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -26, 1, 0xaa, 0xfe6,  2.799E-002
10993, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -25, 1, 0xaa, 0xfe7,  2.863E-003
10994, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -24, 1, 0xaa, 0xfe8,  8.984E-003
10995, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -23, 1, 0xaa, 0xfe9,  1.610E-003
10996, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -22, 1, 0xaa, 0xfea,  1.749E-004
10997, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -21, 1, 0xaa, 0xfeb,  2.379E-005
10998, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -20, 1, 0xaa, 0xfec,  1.325E-006
10999, 00:21:23, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -19, 1, 0xaa, 0xfed,  1.490E-009
11000, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -18, 1, 0xaa, 0xfee,  1.490E-009
11001, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -17, 1, 0xaa, 0xfef,  1.490E-009
11002, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -16, 1, 0xaa, 0xff0,  1.490E-009
11003, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -15, 1, 0xaa, 0xff1,  1.490E-009
11004, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -14, 1, 0xaa, 0xff2,  1.490E-009
11005, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -13, 1, 0xaa, 0xff3,  1.490E-009
11006, 00:21:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -12, 1, 0xaa, 0xff4,  1.490E-009
11007, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -11, 1, 0xaa, 0xff5,  1.490E-009
11008, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -10, 1, 0xaa, 0xff6,  1.490E-009
11009, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -9, 1, 0xaa, 0xff7,  1.490E-009
11010, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -8, 1, 0xaa, 0xff8,  1.490E-009
11011, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -7, 1, 0xaa, 0xff9,  1.490E-009
11012, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -6, 1, 0xaa, 0xffa,  1.490E-009
11013, 00:21:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -5, 1, 0xaa, 0xffb,  1.490E-009
11014, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -4, 1, 0xaa, 0xffc,  1.490E-009
11015, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -3, 1, 0xaa, 0xffd,  1.490E-009
11016, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -2, 1, 0xaa, 0xffe,  1.490E-009
11017, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, -1, 1, 0xaa, 0xfff,  1.490E-009
11018, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 0, 1, 0xaa, 0x0,  1.490E-009
11019, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 1, 1, 0xaa, 0x1,  1.490E-009
11020, 00:21:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 2, 1, 0xaa, 0x2,  1.490E-009
11021, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 3, 1, 0xaa, 0x3,  1.490E-009
11022, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 4, 1, 0xaa, 0x4,  1.490E-009
11023, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 5, 1, 0xaa, 0x5,  1.490E-009
11024, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 6, 1, 0xaa, 0x6,  1.490E-009
11025, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 7, 1, 0xaa, 0x7,  1.490E-009
11026, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 8, 1, 0xaa, 0x8,  1.490E-009
11027, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 9, 1, 0xaa, 0x9,  1.490E-009
11028, 00:21:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 10, 1, 0xaa, 0xa,  1.490E-009
11029, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 11, 1, 0xaa, 0xb,  1.490E-009
11030, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 12, 1, 0xaa, 0xc,  1.490E-009
11031, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 13, 1, 0xaa, 0xd,  1.490E-009
11032, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 14, 1, 0xaa, 0xe,  1.490E-009
11033, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 15, 1, 0xaa, 0xf,  1.490E-009
11034, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 16, 1, 0xaa, 0x10,  1.490E-009
11035, 00:21:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 17, 1, 0xaa, 0x11,  1.490E-009
11036, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 18, 1, 0xaa, 0x12,  1.639E-008
11037, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 19, 1, 0xaa, 0x13,  8.941E-009
11038, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 20, 1, 0xaa, 0x14,  7.004E-008
11039, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 21, 1, 0xaa, 0x15,  5.215E-008
11040, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 22, 1, 0xaa, 0x16,  4.340E-005
11041, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 23, 1, 0xaa, 0x17,  2.254E-005
11042, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 24, 1, 0xaa, 0x18,  2.282E-003
11043, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 25, 1, 0xaa, 0x19,  3.886E-003
11044, 00:21:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 26, 1, 0xaa, 0x1a,  7.160E-004
11045, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 27, 1, 0xaa, 0x1b,  4.988E-003
11046, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 28, 1, 0xaa, 0x1c,  5.333E-003
11047, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 29, 1, 0xaa, 0x1d,  3.832E-002
11048, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 30, 1, 0xaa, 0x1e,  5.079E-002
11049, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 31, 1, 0xaa, 0x1f,  1.060E-001
11050, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -42, 32, 1, 0xaa, 0x20,  1.008E-001
11051, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -32, 1, 0xab, 0xfe0,  3.724E-001
11052, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -31, 1, 0xab, 0xfe1,  3.261E-001
11053, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -30, 1, 0xab, 0xfe2,  1.727E-001
11054, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -29, 1, 0xab, 0xfe3,  2.270E-001
11055, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -28, 1, 0xab, 0xfe4,  9.697E-002
11056, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -27, 1, 0xab, 0xfe5,  7.393E-002
11057, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -26, 1, 0xab, 0xfe6,  4.372E-002
11058, 00:21:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -25, 1, 0xab, 0xfe7,  2.129E-003
11059, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -24, 1, 0xab, 0xfe8,  3.516E-003
11060, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -23, 1, 0xab, 0xfe9,  1.358E-003
11061, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -22, 1, 0xab, 0xfea,  5.140E-005
11062, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -21, 1, 0xab, 0xfeb,  4.244E-005
11063, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -20, 1, 0xab, 0xfec,  2.876E-007
11064, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -19, 1, 0xab, 0xfed,  2.384E-008
11065, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -18, 1, 0xab, 0xfee,  1.490E-009
11066, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -17, 1, 0xab, 0xfef,  1.490E-009
11067, 00:21:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -16, 1, 0xab, 0xff0,  1.490E-009
11068, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -15, 1, 0xab, 0xff1,  1.490E-009
11069, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -14, 1, 0xab, 0xff2,  1.490E-009
11070, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -13, 1, 0xab, 0xff3,  1.490E-009
11071, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -12, 1, 0xab, 0xff4,  1.490E-009
11072, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -11, 1, 0xab, 0xff5,  1.490E-009
11073, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -10, 1, 0xab, 0xff6,  1.490E-009
11074, 00:21:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -9, 1, 0xab, 0xff7,  1.490E-009
11075, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -8, 1, 0xab, 0xff8,  1.490E-009
11076, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -7, 1, 0xab, 0xff9,  1.490E-009
11077, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -6, 1, 0xab, 0xffa,  1.490E-009
11078, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -5, 1, 0xab, 0xffb,  1.490E-009
11079, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -4, 1, 0xab, 0xffc,  1.490E-009
11080, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -3, 1, 0xab, 0xffd,  1.490E-009
11081, 00:21:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -2, 1, 0xab, 0xffe,  1.490E-009
11082, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, -1, 1, 0xab, 0xfff,  1.490E-009
11083, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 0, 1, 0xab, 0x0,  1.490E-009
11084, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 1, 1, 0xab, 0x1,  1.490E-009
11085, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 2, 1, 0xab, 0x2,  1.490E-009
11086, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 3, 1, 0xab, 0x3,  1.490E-009
11087, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 4, 1, 0xab, 0x4,  1.490E-009
11088, 00:21:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 5, 1, 0xab, 0x5,  1.490E-009
11089, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 6, 1, 0xab, 0x6,  1.490E-009
11090, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 7, 1, 0xab, 0x7,  1.490E-009
11091, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 8, 1, 0xab, 0x8,  1.490E-009
11092, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 9, 1, 0xab, 0x9,  1.490E-009
11093, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 10, 1, 0xab, 0xa,  1.490E-009
11094, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 11, 1, 0xab, 0xb,  1.490E-009
11095, 00:21:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 12, 1, 0xab, 0xc,  1.490E-009
11096, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 13, 1, 0xab, 0xd,  1.490E-009
11097, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 14, 1, 0xab, 0xe,  1.490E-009
11098, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 15, 1, 0xab, 0xf,  1.490E-009
11099, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 16, 1, 0xab, 0x10,  1.490E-009
11100, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 17, 1, 0xab, 0x11,  1.490E-009
11101, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 18, 1, 0xab, 0x12,  1.490E-009
11102, 00:21:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 19, 1, 0xab, 0x13,  1.490E-009
11103, 00:21:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -43, 20, 1, 0xab, 0x14,  4.226E-006
